"행정구역","2021년03월_총인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년03월_남자 인구수","2021년03월_여자 인구수","2021년03월_남여 비율"
"전라남도 구례군 구례읍(4673025000)","10,763","5,202","          2.07","5,239","5,524","          0.95"
"전라남도 구례군 문척면(4673031000)","1,279","706","          1.81","645","634","          1.02"
"전라남도 구례군 간전면(4673032000)","1,503","889","          1.69","737","766","          0.96"
"전라남도 구례군 토지면(4673033000)","2,515","1,458","          1.72","1,224","1,291","          0.95"
"전라남도 구례군 마산면(4673034000)","2,648","1,360","          1.95","1,303","1,345","          0.97"
"전라남도 구례군 광의면(4673035000)","2,280","1,283","          1.78","1,078","1,202","          0.90"
"전라남도 구례군 용방면(4673036000)","1,470","815","          1.80","703","767","          0.92"
"전라남도 구례군 산동면(4673037000)","2,979","1,659","          1.80","1,447","1,532","          0.94"
"전라남도 고흥군 (4677000000)","63,572","35,284","          1.80","30,898","32,674","          0.95"
"전라남도 고흥군 고흥읍(4677025000)","12,489","5,862","          2.13","6,152","6,337","          0.97"
"전라남도 고흥군 도양읍(4677025300)","9,758","5,034","          1.94","4,775","4,983","          0.96"
"전라남도 고흥군 도양읍소록출장소(4677025400)","618","464","          1.33","314","304","          1.03"
"전라남도 고흥군 도양읍시산출장소(4677025500)","227","143","          1.59","121","106","          1.14"
"전라남도 고흥군 풍양면(4677031000)","3,132","1,859","          1.68","1,555","1,577","          0.99"
"전라남도 고흥군 도덕면(4677032000)","2,950","1,731","          1.70","1,416","1,534","          0.92"
"전라남도 고흥군 금산면(4677033000)","4,321","2,511","          1.72","2,099","2,222","          0.94"
"전라남도 고흥군 도화면(4677034000)","3,896","2,283","          1.71","1,881","2,015","          0.93"
"전라남도 고흥군 포두면(4677035000)","4,905","2,878","          1.70","2,360","2,545","          0.93"
"전라남도 고흥군 봉래면(4677036000)","1,886","1,090","          1.73","915","971","          0.94"
"전라남도 고흥군 점암면(4677037000)","2,631","1,668","          1.58","1,240","1,391","          0.89"
"전라남도 고흥군 과역면(4677038000)","3,311","1,885","          1.76","1,581","1,730","          0.91"
"전라남도 고흥군 남양면(4677039000)","2,284","1,331","          1.72","1,071","1,213","          0.88"
"전라남도 고흥군 동강면(4677040000)","3,101","1,787","          1.74","1,514","1,587","          0.95"
"전라남도 고흥군 대서면(4677041000)","2,280","1,374","          1.66","1,110","1,170","          0.95"
"전라남도 고흥군 두원면(4677042000)","3,018","1,780","          1.70","1,429","1,589","          0.90"
"전라남도 고흥군 영남면(4677044000)","1,277","769","          1.66","614","663","          0.93"
"전라남도 고흥군 동일면(4677045000)","1,488","835","          1.78","751","737","          1.02"
"전라남도 보성군 (4678000000)","40,169","22,653","          1.77","19,585","20,584","          0.95"
"전라남도 보성군 보성읍(4678025000)","9,133","4,525","          2.02","4,481","4,652","          0.96"
"전라남도 보성군 벌교읍(4678025300)","11,772","6,584","          1.79","5,753","6,019","          0.96"
"전라남도 보성군 노동면(4678031000)","1,107","701","          1.58","528","579","          0.91"
"전라남도 보성군 미력면(4678032000)","1,416","833","          1.70","699","717","          0.97"
"전라남도 보성군 겸백면(4678033000)","1,164","722","          1.61","560","604","          0.93"
"전라남도 보성군 율어면(4678034000)","1,200","702","          1.71","581","619","          0.94"
"전라남도 보성군 복내면(4678035000)","1,663","989","          1.68","786","877","          0.90"
"전라남도 보성군 문덕면(4678036000)","885","579","          1.53","456","429","          1.06"
"전라남도 보성군 조성면(4678037000)","3,711","2,230","          1.66","1,784","1,927","          0.93"
"전라남도 보성군 득량면(4678038000)","2,788","1,677","          1.66","1,350","1,438","          0.94"
"전라남도 보성군 득량면예당출장소(4678038500)","1,227","705","          1.74","590","637","          0.93"
"전라남도 보성군 회천면(4678039000)","3,034","1,753","          1.73","1,504","1,530","          0.98"
"전라남도 보성군 웅치면(4678040000)","1,069","653","          1.64","513","556","          0.92"
"전라남도 화순군 (4679000000)","62,289","31,253","          1.99","30,820","31,469","          0.98"
"전라남도 화순군 화순읍(4679025000)","38,931","17,218","          2.26","19,139","19,792","          0.97"
"전라남도 화순군 한천면(4679031000)","929","567","          1.64","478","451","          1.06"
"전라남도 화순군 한천면영외출장소(4679031500)","428","279","          1.53","202","226","          0.89"
"전라남도 화순군 춘양면(4679032000)","1,781","1,089","          1.64","915","866","          1.06"
"전라남도 화순군 청풍면(4679033000)","1,051","697","          1.51","510","541","          0.94"
"전라남도 화순군 이양면(4679034000)","1,795","1,148","          1.56","875","920","          0.95"
"전라남도 화순군 능주면(4679035000)","3,308","1,738","          1.90","1,631","1,677","          0.97"
"전라남도 화순군 도곡면(4679036000)","2,880","1,666","          1.73","1,437","1,443","          1.00"
"전라남도 화순군 도암면(4679037000)","1,427","881","          1.62","738","689","          1.07"
"전라남도 화순군 이서면(4679038000)","993","626","          1.59","512","481","          1.06"
"전라남도 화순군 백아면(4679039500)","1,601","1,026","          1.56","803","798","          1.01"
"전라남도 화순군 동복면(4679040000)","1,618","999","          1.62","762","856","          0.89"
"전라남도 화순군 사평면(4679041500)","2,147","1,301","          1.65","1,092","1,055","          1.04"
"전라남도 화순군 동면(4679042000)","3,400","2,018","          1.68","1,726","1,674","          1.03"
"전라남도 장흥군 (4680000000)","37,266","20,252","          1.84","18,134","19,132","          0.95"
"전라남도 장흥군 장흥읍(4680025000)","15,238","7,463","          2.04","7,435","7,803","          0.95"
"전라남도 장흥군 관산읍(4680025300)","4,886","2,810","          1.74","2,386","2,500","          0.95"
"전라남도 장흥군 대덕읍(4680025600)","3,353","1,929","          1.74","1,610","1,743","          0.92"
"전라남도 장흥군 용산면(4680031000)","2,316","1,338","          1.73","1,120","1,196","          0.94"
"전라남도 장흥군 안양면(4680032000)","2,829","1,651","          1.71","1,391","1,438","          0.97"
"전라남도 장흥군 장동면(4680033000)","1,255","734","          1.71","591","664","          0.89"
"전라남도 장흥군 장평면(4680034000)","2,085","1,300","          1.60","988","1,097","          0.90"
"전라남도 장흥군 유치면(4680035000)","1,073","680","          1.58","541","532","          1.02"
"전라남도 장흥군 부산면(4680036000)","1,433","855","          1.68","704","729","          0.97"
"전라남도 장흥군 회진면(4680037000)","2,798","1,492","          1.88","1,368","1,430","          0.96"
"전라남도 강진군 (4681000000)","34,327","18,574","          1.85","16,605","17,722","          0.94"
"전라남도 강진군 강진읍(4681025000)","13,527","6,661","          2.03","6,523","7,004","          0.93"
"전라남도 강진군 군동면(4681031000)","4,392","2,257","          1.95","2,133","2,259","          0.94"
"전라남도 강진군 칠량면(4681032000)","2,312","1,355","          1.71","1,116","1,196","          0.93"
"전라남도 강진군 대구면(4681033000)","1,134","682","          1.66","543","591","          0.92"
"전라남도 강진군 도암면(4681034000)","2,490","1,472","          1.69","1,207","1,283","          0.94"
"전라남도 강진군 신전면(4681035000)","1,785","1,029","          1.73","848","937","          0.91"
"전라남도 강진군 성전면(4681036000)","2,792","1,600","          1.75","1,371","1,421","          0.96"
"전라남도 강진군 작천면(4681037000)","1,840","1,121","          1.64","886","954","          0.93"
"전라남도 강진군 병영면(4681038000)","1,627","971","          1.68","770","857","          0.90"
"전라남도 강진군 옴천면(4681039000)","635","400","          1.59","316","319","          0.99"
"전라남도 강진군 마량면(4681040000)","1,793","1,026","          1.75","892","901","          0.99"
"전라남도 해남군 (4682000000)","68,291","35,212","          1.94","33,755","34,536","          0.98"
"전라남도 해남군 해남읍(4682025000)","24,750","11,033","          2.24","12,162","12,588","          0.97"
"전라남도 해남군 삼산면(4682031000)","2,909","1,571","          1.85","1,457","1,452","          1.00"
"전라남도 해남군 화산면(4682032000)","3,207","1,760","          1.82","1,599","1,608","          0.99"
"전라남도 해남군 현산면(4682033000)","2,790","1,594","          1.75","1,392","1,398","          1.00"
"전라남도 해남군 송지면(4682034000)","6,078","3,267","          1.86","2,973","3,105","          0.96"
"전라남도 해남군 북평면(4682035000)","2,811","1,541","          1.82","1,370","1,441","          0.95"
"전라남도 해남군 북일면(4682036000)","2,012","1,129","          1.78","956","1,056","          0.91"
"전라남도 해남군 옥천면(4682037000)","2,974","1,688","          1.76","1,479","1,495","          0.99"
"전라남도 해남군 계곡면(4682038000)","2,121","1,237","          1.71","991","1,130","          0.88"
"전라남도 해남군 마산면(4682039000)","2,419","1,419","          1.70","1,227","1,192","          1.03"
"전라남도 해남군 황산면(4682040000)","4,845","2,679","          1.81","2,383","2,462","          0.97"
"전라남도 해남군 산이면(4682041000)","3,748","2,087","          1.80","1,898","1,850","          1.03"
"전라남도 해남군 문내면(4682042000)","4,026","2,145","          1.88","2,011","2,015","          1.00"
"전라남도 해남군 화원면(4682043000)","3,601","2,062","          1.75","1,857","1,744","          1.06"
"전라남도 영암군 (4683000000)","53,469","27,881","          1.92","27,581","25,888","          1.07"
"전라남도 영암군 영암읍(4683025000)","8,153","3,852","          2.12","4,050","4,103","          0.99"
"전라남도 영암군 삼호읍(4683025300)","15,034","7,028","          2.14","8,000","7,034","          1.14"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,483","3,159","          2.05","3,737","2,746","          1.36"
"전라남도 영암군 덕진면(4683031000)","1,833","1,077","          1.70","903","930","          0.97"
"전라남도 영암군 금정면(4683032000)","2,063","1,234","          1.67","1,041","1,022","          1.02"
"전라남도 영암군 신북면(4683033000)","3,718","2,207","          1.68","1,875","1,843","          1.02"
"전라남도 영암군 시종면(4683034000)","3,566","2,223","          1.60","1,778","1,788","          0.99"
"전라남도 영암군 도포면(4683035000)","2,277","1,341","          1.70","1,158","1,119","          1.03"
"전라남도 영암군 군서면(4683036000)","3,185","1,822","          1.75","1,536","1,649","          0.93"
"전라남도 영암군 서호면(4683037000)","1,916","1,097","          1.75","917","999","          0.92"
"전라남도 영암군 학산면(4683038000)","2,992","1,598","          1.87","1,457","1,535","          0.95"
"전라남도 영암군 미암면(4683039000)","2,249","1,243","          1.81","1,129","1,120","          1.01"
"전라남도 무안군 (4684000000)","87,870","40,913","          2.15","44,133","43,737","          1.01"
"전라남도 무안군 무안읍(4684025000)","10,665","5,278","          2.02","5,313","5,352","          0.99"
"전라남도 무안군 일로읍(4684025300)","15,040","6,245","          2.41","7,524","7,516","          1.00"
"전라남도 무안군 삼향읍(4684025600)","5,477","2,527","          2.17","2,885","2,592","          1.11"
"전라남도 무안군 삼향읍남악출장소(4684025800)","32,788","13,213","          2.48","16,203","16,585","          0.98"
"전라남도 무안군 몽탄면(4684032000)","3,101","1,834","          1.69","1,544","1,557","          0.99"
"전라남도 무안군 청계면(4684033000)","6,301","3,531","          1.78","3,256","3,045","          1.07"
"전라남도 무안군 현경면(4684034000)","4,648","2,723","          1.71","2,359","2,289","          1.03"
"전라남도 무안군 망운면(4684035000)","1,979","1,115","          1.77","1,026","953","          1.08"
"전라남도 무안군 해제면(4684036000)","4,933","2,820","          1.75","2,505","2,428","          1.03"
"전라남도 무안군 운남면(4684037000)","2,938","1,627","          1.81","1,518","1,420","          1.07"
"전라남도 함평군 (4686000000)","31,711","17,880","          1.77","15,939","15,772","          1.01"
"전라남도 함평군 함평읍(4686025000)","8,317","4,324","          1.92","4,093","4,224","          0.97"
"전라남도 함평군 손불면(4686031000)","3,366","1,944","          1.73","1,682","1,684","          1.00"
"전라남도 함평군 신광면(4686032000)","1,844","1,099","          1.68","915","929","          0.98"
"전라남도 함평군 학교면(4686033000)","3,809","2,250","          1.69","1,905","1,904","          1.00"
"전라남도 함평군 엄다면(4686034000)","1,904","1,149","          1.66","924","980","          0.94"
"전라남도 함평군 대동면(4686035000)","3,147","1,756","          1.79","1,626","1,521","          1.07"
"전라남도 함평군 나산면(4686036000)","2,831","1,669","          1.70","1,407","1,424","          0.99"
"전라남도 함평군 해보면(4686037000)","2,784","1,589","          1.75","1,437","1,347","          1.07"
"전라남도 함평군 월야면(4686038000)","3,709","2,100","          1.77","1,950","1,759","          1.11"
"전라남도 영광군 (4687000000)","52,663","27,009","          1.95","26,333","26,330","          1.00"
"전라남도 영광군 영광읍(4687025000)","21,711","9,957","          2.18","10,709","11,002","          0.97"
"전라남도 영광군 백수읍(4687025300)","4,625","2,667","          1.73","2,311","2,314","          1.00"
"전라남도 영광군 홍농읍(4687025600)","6,879","3,413","          2.02","3,614","3,265","          1.11"
"전라남도 영광군 대마면(4687031000)","1,764","1,048","          1.68","938","826","          1.14"
"전라남도 영광군 묘량면(4687032000)","1,753","984","          1.78","855","898","          0.95"
"전라남도 영광군 불갑면(4687033000)","1,371","745","          1.84","684","687","          1.00"
"전라남도 영광군 군서면(4687034000)","2,319","1,243","          1.87","1,163","1,156","          1.01"
"전라남도 영광군 군남면(4687035000)","2,405","1,433","          1.68","1,151","1,254","          0.92"
"전라남도 영광군 염산면(4687036000)","4,031","2,394","          1.68","1,976","2,055","          0.96"
"전라남도 영광군 법성면(4687037000)","5,235","2,735","          1.91","2,585","2,650","          0.98"
"전라남도 영광군 낙월면(4687038000)","380","268","          1.42","233","147","          1.59"
"전라남도 영광군 낙월면안마출장소(4687038500)","190","122","          1.56","114","76","          1.50"
"전라남도 장성군 (4688000000)","44,129","23,133","          1.91","22,652","21,477","          1.05"
"전라남도 장성군 장성읍(4688025000)","13,477","6,564","          2.05","6,675","6,802","          0.98"
"전라남도 장성군 진원면(4688031000)","3,725","1,793","          2.08","1,888","1,837","          1.03"
"전라남도 장성군 남면(4688032000)","3,717","2,168","          1.71","2,001","1,716","          1.17"
"전라남도 장성군 동화면(4688033000)","1,833","1,073","          1.71","973","860","          1.13"
"전라남도 장성군 삼서면(4688034000)","3,260","1,839","          1.77","1,777","1,483","          1.20"
"전라남도 장성군 삼계면(4688035000)","6,064","2,892","          2.10","3,180","2,884","          1.10"
"전라남도 장성군 황룡면(4688036000)","4,050","2,193","          1.85","2,065","1,985","          1.04"
"전라남도 장성군 서삼면(4688037000)","1,553","870","          1.79","820","733","          1.12"
"전라남도 장성군 북일면(4688038000)","1,389","824","          1.69","690","699","          0.99"
"전라남도 장성군 북이면(4688039000)","2,880","1,585","          1.82","1,451","1,429","          1.02"
"전라남도 장성군 북하면(4688040000)","2,181","1,332","          1.64","1,132","1,049","          1.08"
"전라남도 완도군 (4689000000)","49,673","26,291","          1.89","24,995","24,678","          1.01"
"전라남도 완도군 완도읍(4689025000)","18,182","8,982","          2.02","9,177","9,005","          1.02"
"전라남도 완도군 금일읍(4689025300)","3,753","2,113","          1.78","1,898","1,855","          1.02"
"전라남도 완도군 노화읍(4689025600)","4,400","2,248","          1.96","2,202","2,198","          1.00"
"전라남도 완도군 노화읍넙도출장소(4689029000)","784","424","          1.85","433","351","          1.23"
"전라남도 완도군 군외면(4689031000)","3,230","1,928","          1.68","1,618","1,612","          1.00"
"전라남도 완도군 신지면(4689032000)","3,415","1,887","          1.81","1,746","1,669","          1.05"
"전라남도 완도군 고금면(4689033000)","4,255","2,385","          1.78","2,083","2,172","          0.96"
"전라남도 완도군 약산면(4689034000)","2,367","1,368","          1.73","1,198","1,169","          1.02"
"전라남도 완도군 청산면(4689035000)","2,073","1,205","          1.72","1,016","1,057","          0.96"
"전라남도 완도군 청산면모도출장소(4689035500)","223","134","          1.66","117","106","          1.10"
"전라남도 완도군 소안면(4689036000)","2,503","1,299","          1.93","1,226","1,277","          0.96"
"전라남도 완도군 금당면(4689037000)","986","549","          1.80","493","493","          1.00"
"전라남도 완도군 보길면(4689038000)","2,684","1,277","          2.10","1,359","1,325","          1.03"
"전라남도 완도군 생일면(4689039000)","818","492","          1.66","429","389","          1.10"
"전라남도 진도군 (4690000000)","30,494","16,640","          1.83","15,100","15,394","          0.98"
"전라남도 진도군 진도읍(4690025000)","10,865","5,267","          2.06","5,348","5,517","          0.97"
"전라남도 진도군 군내면(4690031000)","3,017","1,728","          1.75","1,530","1,487","          1.03"
"전라남도 진도군 고군면(4690032000)","3,595","1,919","          1.87","1,751","1,844","          0.95"
"전라남도 진도군 의신면(4690033000)","3,499","2,067","          1.69","1,793","1,706","          1.05"
"전라남도 진도군 임회면(4690034000)","3,422","1,999","          1.71","1,644","1,778","          0.92"
"전라남도 진도군 지산면(4690035000)","3,145","1,868","          1.68","1,510","1,635","          0.92"
"전라남도 진도군 조도면(4690036000)","2,312","1,427","          1.62","1,193","1,119","          1.07"
"전라남도 진도군 조도면가사출장소(4690036500)","259","162","          1.60","136","123","          1.11"
"전라남도 진도군 조도면거차출장소(4690036600)","380","203","          1.87","195","185","          1.05"
"전라남도 신안군 (4691000000)","38,719","21,805","          1.78","20,664","18,055","          1.14"
"전라남도 신안군 지도읍(4691025000)","4,206","2,408","          1.75","2,197","2,009","          1.09"
"전라남도 신안군 지도읍선도출장소(4691025100)","243","164","          1.48","128","115","          1.11"
"전라남도 신안군 압해읍(4691025300)","5,757","2,787","          2.07","3,114","2,643","          1.18"
"전라남도 신안군 압해읍매화출장소(4691025400)","236","154","          1.53","117","119","          0.98"
"전라남도 신안군 압해읍고이도출장소(4691025500)","231","132","          1.75","131","100","          1.31"
"전라남도 신안군 증도면(4691031000)","1,470","882","          1.67","801","669","          1.20"
"전라남도 신안군 증도면병풍출장소(4691031500)","310","179","          1.73","180","130","          1.38"
"전라남도 신안군 임자면(4691032000)","3,198","1,795","          1.78","1,701","1,497","          1.14"
"전라남도 신안군 자은면(4691033000)","2,272","1,307","          1.74","1,198","1,074","          1.12"
"전라남도 신안군 비금면(4691034000)","3,530","1,926","          1.83","1,867","1,663","          1.12"
"전라남도 신안군 도초면(4691035000)","2,511","1,463","          1.72","1,285","1,226","          1.05"
"전라남도 신안군 도초면우이도출장소(4691035500)","217","145","          1.50","125","92","          1.36"
"전라남도 신안군 흑산면(4691036000)","2,246","1,361","          1.65","1,249","997","          1.25"
"전라남도 신안군 흑산면가거도출장소(4691036500)","448","326","          1.37","290","158","          1.84"
"전라남도 신안군 흑산면태도출장소(4691036600)","218","143","          1.52","121","97","          1.25"
"전라남도 신안군 흑산면홍도출장소(4691036700)","486","264","          1.84","282","204","          1.38"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","320","198","          1.62","189","131","          1.44"
"전라남도 신안군 하의면(4691037000)","1,739","1,009","          1.72","926","813","          1.14"
"전라남도 신안군 신의면(4691038000)","1,533","793","          1.93","833","700","          1.19"
"전라남도 신안군 장산면(4691039000)","1,559","954","          1.63","821","738","          1.11"
"전라남도 신안군 안좌면(4691040000)","2,694","1,587","          1.70","1,399","1,295","          1.08"
"전라남도 신안군 안좌면자라출장소(4691040500)","277","150","          1.85","153","124","          1.23"
"전라남도 신안군 팔금면(4691041000)","975","590","          1.65","488","487","          1.00"
"전라남도 신안군 암태면(4691042000)","2,043","1,088","          1.88","1,069","974","          1.10"
"경상북도  (4700000000)","2,635,563","1,262,718","          2.09","1,327,990","1,307,573","          1.02"
"경상북도 포항시 (4711000000)","503,786","228,238","          2.21","254,914","248,872","          1.02"
"경상북도 포항시 남구 (4711100000)","231,019","107,443","          2.15","119,293","111,726","          1.07"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,522","4,632","          1.62","3,806","3,716","          1.02"
"경상북도 포항시 남구 연일읍(4711125300)","30,495","12,166","          2.51","15,552","14,943","          1.04"
"경상북도 포항시 남구 오천읍(4711125600)","55,248","25,276","          2.19","29,367","25,881","          1.13"
"경상북도 포항시 남구 대송면(4711131000)","3,478","1,924","          1.81","1,797","1,681","          1.07"
"경상북도 포항시 남구 동해면(4711132000)","9,890","4,721","          2.09","4,987","4,903","          1.02"
"경상북도 포항시 남구 장기면(4711133000)","4,090","2,436","          1.68","2,008","2,082","          0.96"
"경상북도 포항시 남구 호미곶면(4711135000)","1,905","1,172","          1.63","943","962","          0.98"
"경상북도 포항시 남구 상대동(4711152500)","24,891","13,353","          1.86","12,908","11,983","          1.08"
"경상북도 포항시 남구 해도동(4711154500)","17,201","9,729","          1.77","8,844","8,357","          1.06"
"경상북도 포항시 남구 송도동(4711155000)","12,484","6,558","          1.90","6,266","6,218","          1.01"
"경상북도 포항시 남구 청림동(4711156000)","4,716","2,566","          1.84","2,564","2,152","          1.19"
"경상북도 포항시 남구 제철동(4711157000)","2,848","1,544","          1.84","1,675","1,173","          1.43"
"경상북도 포항시 남구 효곡동(4711158000)","30,705","11,227","          2.73","15,620","15,085","          1.04"
"경상북도 포항시 남구 대이동(4711159000)","25,546","10,139","          2.52","12,956","12,590","          1.03"
"경상북도 포항시 북구 (4711300000)","272,767","120,795","          2.26","135,621","137,146","          0.99"
"경상북도 포항시 북구 흥해읍(4711325000)","40,739","17,852","          2.28","20,431","20,308","          1.01"
"경상북도 포항시 북구 신광면(4711331000)","2,878","1,661","          1.73","1,435","1,443","          0.99"
"경상북도 포항시 북구 청하면(4711332000)","4,781","2,746","          1.74","2,348","2,433","          0.97"
"경상북도 포항시 북구 송라면(4711333000)","2,519","1,537","          1.64","1,226","1,293","          0.95"
"경상북도 포항시 북구 기계면(4711334000)","4,978","2,668","          1.87","2,415","2,563","          0.94"
"경상북도 포항시 북구 죽장면(4711335000)","2,131","1,334","          1.60","1,062","1,069","          0.99"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","594","344","          1.73","300","294","          1.02"
"경상북도 포항시 북구 기북면(4711336000)","1,304","748","          1.74","634","670","          0.95"
"경상북도 포항시 북구 중앙동(4711352000)","15,678","8,803","          1.78","7,673","8,005","          0.96"
"경상북도 포항시 북구 양학동(4711363000)","17,132","6,944","          2.47","8,478","8,654","          0.98"
"경상북도 포항시 북구 죽도동(4711365500)","19,849","11,183","          1.77","9,796","10,053","          0.97"
"경상북도 포항시 북구 용흥동(4711366500)","22,158","9,416","          2.35","10,855","11,303","          0.96"
"경상북도 포항시 북구 우창동(4711368000)","32,478","13,643","          2.38","15,876","16,602","          0.96"
"경상북도 포항시 북구 두호동(4711369000)","23,086","9,135","          2.53","11,467","11,619","          0.99"
"경상북도 포항시 북구 장량동(4711370000)","72,951","28,892","          2.52","36,922","36,029","          1.02"
"경상북도 포항시 북구 환여동(4711371000)","9,511","3,889","          2.45","4,703","4,808","          0.98"
"경상북도 경주시 (4713000000)","252,911","121,888","          2.07","126,619","126,292","          1.00"
"경상북도 경주시 감포읍(4713025000)","5,437","3,148","          1.73","2,731","2,706","          1.01"
"경상북도 경주시 안강읍(4713025300)","24,688","12,222","          2.02","12,226","12,462","          0.98"
"경상북도 경주시 건천읍(4713025600)","9,434","5,129","          1.84","4,799","4,635","          1.04"
"경상북도 경주시 외동읍(4713025900)","21,400","11,430","          1.87","11,308","10,092","          1.12"
"경상북도 경주시 양북면(4713031000)","4,278","2,302","          1.86","2,243","2,035","          1.10"
"경상북도 경주시 양남면(4713032000)","6,284","3,469","          1.81","3,330","2,954","          1.13"
"경상북도 경주시 내남면(4713033000)","4,708","2,641","          1.78","2,362","2,346","          1.01"
"경상북도 경주시 산내면(4713034000)","3,254","2,055","          1.58","1,610","1,644","          0.98"
"경상북도 경주시 서면(4713035000)","3,187","1,841","          1.73","1,583","1,604","          0.99"
"경상북도 경주시 현곡면(4713036000)","21,783","8,425","          2.59","10,755","11,028","          0.98"
"경상북도 경주시 강동면(4713037000)","6,220","3,440","          1.81","3,153","3,067","          1.03"
"경상북도 경주시 천북면(4713038000)","5,708","2,921","          1.95","2,980","2,728","          1.09"
"경상북도 경주시 중부동(4713051500)","5,182","2,843","          1.82","2,570","2,612","          0.98"
"경상북도 경주시 황오동(4713053000)","6,468","3,551","          1.82","3,139","3,329","          0.94"
"경상북도 경주시 성건동(4713055000)","13,894","7,730","          1.80","6,889","7,005","          0.98"
"경상북도 경주시 황남동(4713057000)","4,673","2,612","          1.79","2,318","2,355","          0.98"
"경상북도 경주시 선도동(4713059000)","14,776","6,444","          2.29","7,404","7,372","          1.00"
"경상북도 경주시 월성동(4713060500)","5,829","2,873","          2.03","2,870","2,959","          0.97"
"경상북도 경주시 용강동(4713061500)","23,282","9,292","          2.51","11,513","11,769","          0.98"
"경상북도 경주시 황성동(4713062100)","28,507","11,102","          2.57","13,969","14,538","          0.96"
"경상북도 경주시 동천동(4713063000)","22,469","10,388","          2.16","11,220","11,249","          1.00"
"경상북도 경주시 불국동(4713065000)","9,708","5,033","          1.93","4,785","4,923","          0.97"
"경상북도 경주시 보덕동(4713066000)","1,742","997","          1.75","862","880","          0.98"
"경상북도 김천시 (4715000000)","140,720","67,851","          2.07","70,659","70,061","          1.01"
"경상북도 김천시 아포읍(4715025000)","7,030","3,567","          1.97","3,541","3,489","          1.01"
"경상북도 김천시 농소면(4715031000)","3,040","1,551","          1.96","1,596","1,444","          1.11"
"경상북도 김천시 남면(4715032000)","3,124","1,695","          1.84","1,602","1,522","          1.05"
"경상북도 김천시 개령면(4715034000)","2,454","1,257","          1.95","1,246","1,208","          1.03"
"경상북도 김천시 감문면(4715035000)","3,316","1,845","          1.80","1,642","1,674","          0.98"
"경상북도 김천시 어모면(4715036000)","4,071","2,118","          1.92","2,080","1,991","          1.04"
"경상북도 김천시 봉산면(4715037000)","3,160","1,607","          1.97","1,623","1,537","          1.06"
"경상북도 김천시 대항면(4715038000)","3,436","1,750","          1.96","1,756","1,680","          1.05"
"경상북도 김천시 감천면(4715039000)","1,939","980","          1.98","1,001","938","          1.07"
"경상북도 김천시 조마면(4715040000)","2,217","1,158","          1.91","1,102","1,115","          0.99"
"경상북도 김천시 구성면(4715041000)","2,830","1,633","          1.73","1,406","1,424","          0.99"
"경상북도 김천시 지례면(4715042000)","1,561","915","          1.71","784","777","          1.01"
"경상북도 김천시 부항면(4715043000)","1,270","738","          1.72","634","636","          1.00"
"경상북도 김천시 대덕면(4715044000)","2,314","1,448","          1.60","1,146","1,168","          0.98"
"경상북도 김천시 증산면(4715045000)","1,033","612","          1.69","498","535","          0.93"
"경상북도 김천시 자산동(4715051600)","6,696","3,690","          1.81","3,417","3,279","          1.04"
"경상북도 김천시 평화남산동(4715053600)","7,643","4,237","          1.80","3,735","3,908","          0.96"
"경상북도 김천시 양금동(4715056500)","3,970","2,034","          1.95","1,922","2,048","          0.94"
"경상북도 김천시 대신동(4715057500)","25,479","11,292","          2.26","12,656","12,823","          0.99"
"경상북도 김천시 대곡동(4715059500)","20,426","9,562","          2.14","10,225","10,201","          1.00"
"경상북도 김천시 지좌동(4715061000)","11,091","5,238","          2.12","5,655","5,436","          1.04"
"경상북도 김천시 율곡동(4715064000)","22,620","8,924","          2.53","11,392","11,228","          1.01"
"경상북도 안동시 (4717000000)","158,240","77,232","          2.05","78,271","79,969","          0.98"
"경상북도 안동시 풍산읍(4717025000)","6,353","3,484","          1.82","3,196","3,157","          1.01"
"경상북도 안동시 와룡면(4717031000)","4,067","2,138","          1.90","2,104","1,963","          1.07"
"경상북도 안동시 북후면(4717032000)","2,986","1,730","          1.73","1,569","1,417","          1.11"
"경상북도 안동시 서후면(4717033000)","3,536","1,916","          1.85","1,858","1,678","          1.11"
"경상북도 안동시 풍천면(4717034000)","6,853","3,939","          1.74","3,488","3,365","          1.04"
"경상북도 안동시 일직면(4717035000)","2,759","1,537","          1.80","1,343","1,416","          0.95"
"경상북도 안동시 남후면(4717036000)","1,777","1,014","          1.75","888","889","          1.00"
"경상북도 안동시 남선면(4717037000)","2,113","1,140","          1.85","1,079","1,034","          1.04"
"경상북도 안동시 임하면(4717038000)","2,858","1,741","          1.64","1,500","1,358","          1.10"
"경상북도 안동시 길안면(4717039000)","2,714","1,635","          1.66","1,370","1,344","          1.02"
"경상북도 안동시 임동면(4717040000)","1,755","1,078","          1.63","909","846","          1.07"
"경상북도 안동시 예안면(4717041000)","1,865","1,074","          1.74","971","894","          1.09"
"경상북도 안동시 도산면(4717042000)","1,629","946","          1.72","851","778","          1.09"
"경상북도 안동시 녹전면(4717043000)","1,741","978","          1.78","907","834","          1.09"
"경상북도 안동시 중구동(4717051000)","5,134","2,869","          1.79","2,494","2,640","          0.94"
